"","protein_id","length","cysteine_content","accession_hit","sequence_identity","alignment_length","evalue","bit_score","accession_hit_description","Ref_L","Ratio","Ref_length","Plot","nb_hits","Outlier"
"725","EEC19430.1",866,0.0311778290993072,"B5U2W0",0.33,92,2.607e-05,51,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.40555555555556,360,"Plot 20",1505,"Yes"
"726","MBY07631.1",1110,0.0153153153153153,"B5U2W0",0.326,174,2.857e-18,92,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.08333333333333,360,"Plot 20",1505,"Yes"
"727","MBY07630.1",1210,0.015702479338843,"B5U2W0",0.326,174,2.857e-18,92,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.36111111111111,360,"Plot 20",1505,"Yes"
"728","MCL6779854.1",1217,0.0509449465899754,"B5U2W0",0.328,124,2.652e-10,67,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.38055555555556,360,"Plot 20",1505,"Yes"
"729","KAH7979844.1",697,0.0286944045911047,"B5U2W0",0.243,228,1.643e-12,74,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.93611111111111,360,"Plot 20",1505,"Yes"
"730","MDC7213419.1",1008,0.0188492063492063,"B5U2W0",0.293,162,3.404e-12,73,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.8,360,"Plot 20",1505,"Yes"
"731","KAH6937974.1",889,0.0123734533183352,"B5U2W0",0.418,62,0.0001087,49,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.46944444444444,360,"Plot 20",1505,"Yes"
"732","KAG0437485.1",841,0.0190249702734839,"B5U2W0",0.294,102,0.0002217,48,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.33611111111111,360,"Plot 20",1505,"Yes"
"733","KAG0413281.1",650,0.0215384615384615,"Q202J4",0.483,300,1.101e-77,268,"Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)",364,1.78571428571429,364,"Plot 20",144,"Yes"
"734","Mulenga_Aam-546359",629,0.0127186009538951,"Q202J4",0.564,270,2.743e-86,293,"Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)",364,1.72802197802198,364,"Plot 20",144,"Yes"
"735","KAH7943627.1",685,0.0248175182481752,"Q202J4",0.529,279,8.201e-82,280,"Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)",364,1.88186813186813,364,"Plot 20",144,"Yes"
"736","KAH7943632.1",865,0.015028901734104,"Q202J4",0.461,302,7.131e-73,254,"Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)",364,2.37637362637363,364,"Plot 20",144,"Yes"
"737","KAH6948042.1",556,0.0215827338129496,"Q66S17",0.353,93,3.645e-07,57,"Natterin-3 (EC 3.4.-.-)",364,1.52747252747253,364,"Plot 20",66,"Yes"
"738","KAH7970776.1",974,0.0246406570841889,"Q66S17",0.264,132,2.661e-05,51,"Natterin-3 (EC 3.4.-.-)",364,2.67582417582418,364,"Plot 20",66,"Yes"
"739","KAH7973157.1",877,0.0307867730900798,"Q90YA8",0.579,69,2.211e-14,80,"Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)",368,2.38315217391304,368,"Plot 20",97,"Yes"
"740","KAH9366139.1",647,0.0231839258114374,"Q90YA8",0.186,247,0.0004695,47,"Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)",368,1.75815217391304,368,"Plot 20",97,"Yes"
"741","JAR93459.1",932,0.0118025751072961,"Q90YA8",0.187,244,0.0004695,47,"Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)",368,2.53260869565217,368,"Plot 20",97,"Yes"
"742","KAG0445038.1",932,0.0118025751072961,"Q90YA8",0.185,248,0.0009565,46,"Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)",368,2.53260869565217,368,"Plot 20",97,"Yes"
"743","MCL6769987.1",1740,0.0160919540229885,"A0A6B9KZ40",0.283,241,4.422e-21,101,"Actin depolymerising venom protein gelsolin 1",377,4.61538461538461,377,"Plot 21",329,"Yes"
"744","MCL6773609.1",2323,0.0142057684029272,"A0A6B9KZ40",0.283,241,4.422e-21,101,"Actin depolymerising venom protein gelsolin 1",377,6.16180371352785,377,"Plot 21",329,"Yes"
"745","Trove_AA_89996",1978,0.0101112234580384,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,5.24668435013263,377,"Plot 21",329,"Yes"
"746","Trove_AA_100586",1979,0.0111167256189995,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,5.24933687002653,377,"Plot 21",329,"Yes"
"747","Trove_AA_88085",2135,0.0117096018735363,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,5.6631299734748,377,"Plot 21",329,"Yes"
"748","Trove_AA_189105",2274,0.0109938434476693,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,6.03183023872679,377,"Plot 21",329,"Yes"
"749","MCL6788776.1",2320,0.0146551724137931,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,6.15384615384615,377,"Plot 21",329,"Yes"
"750","MCL6782155.1",2322,0.0142118863049096,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,6.15915119363395,377,"Plot 21",329,"Yes"
"751","Trove_AA_45733",2322,0.0111972437553833,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,6.15915119363395,377,"Plot 21",329,"Yes"
"752","Trove_AA_49711",2322,0.0111972437553833,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,6.15915119363395,377,"Plot 21",329,"Yes"
"753","MCL6788255.1",2324,0.0141996557659208,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,6.16445623342175,377,"Plot 21",329,"Yes"
"754","MCL6780658.1",2598,0.0142417244033872,"A0A6B9KZ40",0.28,241,9.33e-21,100,"Actin depolymerising venom protein gelsolin 1",377,6.89124668435013,377,"Plot 21",329,"Yes"
"755","Trove_AA_92635",2097,0.0119217930376729,"A0A6B9KZ40",0.277,241,4.144e-20,98,"Actin depolymerising venom protein gelsolin 1",377,5.56233421750663,377,"Plot 21",329,"Yes"
"756","Trove_AA_102727",1876,0.0111940298507463,"A0A6B9KZ40",0.276,241,8.722e-20,97,"Actin depolymerising venom protein gelsolin 1",377,4.97612732095491,377,"Plot 21",329,"Yes"
"757","MOY39514.1",2144,0.0158582089552239,"A0A6B9KZ40",0.268,242,1.699e-18,93,"Actin depolymerising venom protein gelsolin 1",377,5.68700265251989,377,"Plot 21",329,"Yes"
"758","JAR93064.1",1996,0.0155310621242485,"A0A6B9KZ40",0.265,242,3.562e-18,92,"Actin depolymerising venom protein gelsolin 1",377,5.29442970822281,377,"Plot 21",329,"Yes"
"759","MXV01115.1",2140,0.0154205607476636,"A0A6B9KZ40",0.265,242,3.562e-18,92,"Actin depolymerising venom protein gelsolin 1",377,5.6763925729443,377,"Plot 21",329,"Yes"
"760","MXV01116.1",2144,0.0153917910447761,"A0A6B9KZ40",0.265,242,3.562e-18,92,"Actin depolymerising venom protein gelsolin 1",377,5.68700265251989,377,"Plot 21",329,"Yes"
"761","MBY09582.1",2053,0.00876765708718948,"A0A6B9KZ40",0.262,243,1.562e-17,90,"Actin depolymerising venom protein gelsolin 1",377,5.44562334217507,377,"Plot 21",329,"Yes"
"762","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042686.1.p1",1884,0.0132696390658174,"A0A6B9KZ40",0.241,246,5.006e-14,79,"Actin depolymerising venom protein gelsolin 1",377,4.9973474801061,377,"Plot 21",329,"Yes"
"763","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042683.1.p1",1884,0.0132696390658174,"A0A6B9KZ40",0.241,246,5.006e-14,79,"Actin depolymerising venom protein gelsolin 1",377,4.9973474801061,377,"Plot 21",329,"Yes"
"764","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042687.1.p1",1886,0.0132555673382821,"A0A6B9KZ40",0.241,246,5.006e-14,79,"Actin depolymerising venom protein gelsolin 1",377,5.0026525198939,377,"Plot 21",329,"Yes"
"765","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042685.1.p1",2353,0.0131746706332342,"A0A6B9KZ40",0.241,246,5.006e-14,79,"Actin depolymerising venom protein gelsolin 1",377,6.24137931034483,377,"Plot 21",329,"Yes"
"766","KAH7936622.1",1393,0.0265613783201723,"Q5BLY5",0.241,153,2.987e-05,51,"Venom acid phosphatase Acph-1 (EC 3.1.3.2) (allergen Api m 3)",388,3.59020618556701,388,"Plot 21",201,"Yes"
"767","MCL6778855.1",1647,0.0255009107468124,"U6BLN5",0.195,363,2.151e-12,74,"Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase)",393,4.19083969465649,393,"Plot 21",640,"Yes"
"768","MCL6768238.1",887,0.0270574971815107,"U6BLN5",0.202,360,2.784e-14,80,"Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase)",393,2.25699745547074,393,"Plot 21",640,"Yes"
"769","MCL6794447.1",664,0.0301204819277108,"U6BLN5",0.217,362,2.058e-18,93,"Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase)",393,1.68956743002545,393,"Plot 21",640,"Yes"
"770","MCL6785513.1",847,0.0283353010625738,"U6BLN5",0.214,292,2.151e-12,74,"Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase)",393,2.15521628498728,393,"Plot 21",640,"Yes"
"771","MCL6771116.1",681,0.0249632892804699,"U6BLN5",0.229,374,6.319e-23,107,"Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase)",393,1.73282442748092,393,"Plot 21",640,"Yes"
"772","MCL6772855.1",810,0.0197530864197531,"U6BLN5",0.209,361,1.688e-16,87,"Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase)",393,2.06106870229008,393,"Plot 21",640,"Yes"
"773","MCL6768345.1",760,0.0276315789473684,"U6BLN5",0.201,382,1.512e-15,84,"Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase)",393,1.93384223918575,393,"Plot 21",640,"Yes"
"774","KAH6936707.1",723,0.0221300138312586,"Q18DC8",0.459,378,2.391e-93,315,"Renin (EC 3.4.23.15) (Angiotensinogenase) (Renin-like aspartic protease EOC123) (SVAP EOC123) (Snake venom aspartic protease EOC123)",395,1.83037974683544,395,"Plot 21",193,"Yes"
"775","KAG0413747.1",1072,0.0158582089552239,"J3SDX8",0.422,354,9.568e-76,264,"Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)",400,2.68,400,"Plot 21",424,"Yes"
"776","KAH8039201.1",932,0.0139484978540773,"J3SDX8",0.471,378,4.729e-97,326,"Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)",400,2.33,400,"Plot 21",424,"Yes"
"777","KAH7937479.1",1084,0.018450184501845,"J3SDX8",0.374,359,4.34e-63,227,"Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)",400,2.71,400,"Plot 21",424,"Yes"
"778","KAH8022499.1",988,0.01417004048583,"J3SDX8",0.312,390,7.894e-50,188,"Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)",400,2.47,400,"Plot 21",424,"Yes"
"779","KAH7939653.1",777,0.0141570141570142,"J3SDX8",0.322,353,8.712e-47,179,"Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)",400,1.9425,400,"Plot 21",424,"Yes"
"780","KAH9384965.1",876,0.0182648401826484,"J3SDX8",0.458,196,4.532e-42,165,"Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)",400,2.19,400,"Plot 21",424,"Yes"
"781","KAH6923424.1",1008,0.0188492063492063,"J3SDX8",0.228,363,1.373e-21,103,"Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)",400,2.52,400,"Plot 21",424,"Yes"
"782","KAH6932403.1",946,0.0359408033826638,"A0A218QX58",0.379,236,5.003e-38,153,"Cysteine-rich venom protein (CRIVP) (Cysteine-rich protein)",402,2.35323383084577,402,"Plot 21",206,"Yes"
"783","Hadrurus_spadix_GFAH01_id_lcl|GFAH01000165.1_prot_JAV48224.1_1",744,0.043010752688172,"A0A218QX58",0.277,236,2.5e-19,96,"Cysteine-rich venom protein (CRIVP) (Cysteine-rich protein)",402,1.85074626865672,402,"Plot 21",206,"Yes"
"784","KAH6932404.1",678,0.0368731563421829,"A0A218QX58",0.322,244,9.651e-29,125,"Cysteine-rich venom protein (CRIVP) (Cysteine-rich protein)",402,1.6865671641791,402,"Plot 21",206,"Yes"
"785","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01028859.1.p1",635,0.0283464566929134,"Q8MQS8",0.238,224,4.156e-11,70,"Venom serine protease 34 (SP34) (EC 3.4.21.-) (allergen Api m 7)",405,1.5679012345679,405,"Plot 21",189,"Yes"
"786","KAH8022992.1",609,0.0197044334975369,"Q8MQS8",0.215,236,2.607e-08,61,"Venom serine protease 34 (SP34) (EC 3.4.21.-) (allergen Api m 7)",405,1.5037037037037,405,"Plot 21",189,"Yes"
"787","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01029873.1.p1",3927,0.012987012987013,"Q1HLC0",0.196,395,7.676e-15,82,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,9.50847457627119,413,"Plot 21",1677,"Yes"
"788","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043165.1.p1",2625,0.0133333333333333,"Q1HLC0",0.221,287,1.383e-13,78,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,6.35593220338983,413,"Plot 21",1677,"Yes"
"789","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033433.1.p1",2683,0.0491986582184122,"Q1HLC0",0.189,345,7.643e-10,66,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,6.49636803874092,413,"Plot 21",1677,"Yes"
"790","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033432.1.p1",3452,0.0541714947856315,"Q1HLC0",0.189,345,7.643e-10,66,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.35835351089588,413,"Plot 21",1677,"Yes"
"791","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033431.1.p1",3659,0.0593058212626401,"Q1HLC0",0.189,345,7.643e-10,66,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.85956416464891,413,"Plot 21",1677,"Yes"
"792","Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010674.1.p1",4702,0.0165886856656742,"Q1HLC0",0.219,397,7.734e-22,104,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,11.3849878934625,413,"Plot 21",1677,"Yes"
"793","Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010676.1.p1",4702,0.0165886856656742,"Q1HLC0",0.219,397,7.734e-22,104,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,11.3849878934625,413,"Plot 21",1677,"Yes"
"794","Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010663.1.p1",4999,0.0156031206241248,"Q1HLC0",0.219,397,7.734e-22,104,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,12.1041162227603,413,"Plot 21",1677,"Yes"
"795","MBY08768.1",3119,0.0134658544405258,"Q1HLC0",0.214,394,3.107e-20,99,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,7.55205811138015,413,"Plot 21",1677,"Yes"
"796","EEC12088.1",2698,0.0233506300963677,"Q1HLC0",0.214,377,5.884e-19,95,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,6.53268765133172,413,"Plot 21",1677,"Yes"
"797","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043157.1.p2",3660,0.00792349726775956,"Q1HLC0",0.201,384,1.801e-15,84,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.86198547215496,413,"Plot 21",1677,"Yes"
"798","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043148.1.p1",5498,0.0165514732630047,"Q1HLC0",0.201,384,1.801e-15,84,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,13.3123486682809,413,"Plot 21",1677,"Yes"
"799","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043147.1.p1",5973,0.0170768458061276,"Q1HLC0",0.201,384,1.801e-15,84,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,14.4624697336562,413,"Plot 21",1677,"Yes"
"800","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043150.1.p1",6424,0.0166562889165629,"Q1HLC0",0.201,384,1.801e-15,84,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,15.5544794188862,413,"Plot 21",1677,"Yes"
"801","Mulenga_Aam-154154",3391,0.0126806251843114,"Q1HLC0",0.209,348,3.719e-15,83,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.21065375302663,413,"Plot 21",1677,"Yes"
"802","MCL6788675.1",3397,0.012363850456285,"Q1HLC0",0.207,345,1.583e-14,81,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.22518159806295,413,"Plot 21",1677,"Yes"
"803","Trove_AA_111618",3526,0.0144639818491208,"Q1HLC0",0.207,345,1.583e-14,81,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.53753026634383,413,"Plot 21",1677,"Yes"
"804","Trove_AA_189359",2742,0.0134938001458789,"Q1HLC0",0.201,366,3.263e-14,80,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,6.63922518159806,413,"Plot 21",1677,"Yes"
"805","Trove_AA_189442",2742,0.0134938001458789,"Q1HLC0",0.2,366,3.263e-14,80,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,6.63922518159806,413,"Plot 21",1677,"Yes"
"806","EEC19673.1",3701,0.019454201567144,"Q1HLC0",0.215,312,3.263e-14,80,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.96125907990315,413,"Plot 21",1677,"Yes"
"807","Trove_AA_88221",2541,0.0460448642266824,"Q1HLC0",0.201,357,6.721e-14,79,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,6.15254237288136,413,"Plot 21",1677,"Yes"
"808","Trove_AA_84810",4161,0.0670511896178803,"Q1HLC0",0.201,357,6.721e-14,79,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,10.0750605326877,413,"Plot 21",1677,"Yes"
"809","Trove_AA_98804",3212,0.0504358655043586,"Q1HLC0",0.2,357,1.383e-13,78,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,7.7772397094431,413,"Plot 21",1677,"Yes"
"810","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043160.1.p1",3692,0.0127302275189599,"Q1HLC0",0.221,287,1.383e-13,78,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.93946731234867,413,"Plot 21",1677,"Yes"
"811","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01030056.1.p1",4736,0.0152027027027027,"Q1HLC0",0.192,390,1.383e-13,78,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,11.4673123486683,413,"Plot 21",1677,"Yes"
"812","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01030055.1.p1",4786,0.0150438779774342,"Q1HLC0",0.192,390,1.383e-13,78,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,11.5883777239709,413,"Plot 21",1677,"Yes"
"813","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01021807.1.p1",3066,0.0495759947814742,"Q1HLC0",0.198,363,2.846e-13,77,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,7.42372881355932,413,"Plot 21",1677,"Yes"
"814","MAA19490.1",3687,0.064279902359642,"Q1HLC0",0.19,389,5.85e-13,76,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.9273607748184,413,"Plot 21",1677,"Yes"
"815","JAP79826.1",3687,0.064279902359642,"Q1HLC0",0.191,389,5.85e-13,76,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.9273607748184,413,"Plot 21",1677,"Yes"
"816","JAP87639.1",4087,0.0707120137019819,"Q1HLC0",0.191,389,5.85e-13,76,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,9.89588377723971,413,"Plot 21",1677,"Yes"
"817","JAP87640.1",4089,0.0706774272438249,"Q1HLC0",0.191,389,5.85e-13,76,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,9.90072639225182,413,"Plot 21",1677,"Yes"
"818","JAP87638.1",4131,0.0714112805616074,"Q1HLC0",0.191,389,5.85e-13,76,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,10.0024213075061,413,"Plot 21",1677,"Yes"
"819","KAG0426961.1",4263,0.0194698569082805,"Q1HLC0",0.195,368,5.85e-13,76,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,10.3220338983051,413,"Plot 21",1677,"Yes"
"820","JAP79825.1",4331,0.0655737704918033,"Q1HLC0",0.191,389,5.85e-13,76,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,10.4866828087167,413,"Plot 21",1677,"Yes"
"821","MBY04987.1",3135,0.05103668261563,"Q1HLC0",0.2,341,1.202e-12,75,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,7.590799031477,413,"Plot 21",1677,"Yes"
"822","MAA19489.1",3660,0.0631147540983607,"Q1HLC0",0.19,389,1.202e-12,75,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,8.86198547215496,413,"Plot 21",1677,"Yes"
"823","MAA19488.1",3828,0.0671368861024033,"Q1HLC0",0.19,389,1.202e-12,75,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,9.26876513317191,413,"Plot 21",1677,"Yes"
"824","Trove_AA_75989",4184,0.0626195028680688,"Q1HLC0",0.195,355,2.468e-12,74,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,10.1307506053269,413,"Plot 21",1677,"Yes"
"825","MCL6784654.1",2948,0.046472184531886,"Q1HLC0",0.194,357,5.064e-12,73,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,7.13801452784504,413,"Plot 21",1677,"Yes"
"826","MCL6769153.1",4334,0.063682510383018,"Q1HLC0",0.188,389,5.064e-12,73,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,10.4939467312349,413,"Plot 21",1677,"Yes"
"827","MCL6777676.1",4346,0.0637367694431661,"Q1HLC0",0.194,357,5.064e-12,73,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,10.5230024213075,413,"Plot 21",1677,"Yes"
"828","MCL6786408.1",4564,0.0646362839614373,"Q1HLC0",0.194,357,5.064e-12,73,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,11.0508474576271,413,"Plot 21",1677,"Yes"
"829","MCL6794604.1",4710,0.0711252653927813,"Q1HLC0",0.188,389,5.064e-12,73,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,11.4043583535109,413,"Plot 21",1677,"Yes"
"830","KAH7975127.1",2669,0.0202322967403522,"Q1HLC0",0.185,396,1.039e-11,72,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,6.46246973365617,413,"Plot 21",1677,"Yes"
"831","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01044544.1.p1",3845,0.0132639791937581,"Q1HLC0",0.193,357,1.039e-11,72,"Hemolin (EC 3.4.21.-) (Lonomia obliqua Stuart factor activator) (Losac)",413,9.30992736077482,413,"Plot 21",1677,"Yes"
